0.254460, 5.427507
0.308465, 5.369350
0.361771, 5.288168
0.414162, 5.187190
0.465460, 5.069977
0.515519, 4.939991
0.564228, 4.800309
0.611502, 4.653474
0.657280, 4.501469
0.701519, 4.345763
0.744187, 4.187394
0.785260, 4.027062
0.824723, 3.865223
0.862561, 3.702155
0.898762, 3.538024
0.933318, 3.372927
0.966218, 3.206927
0.997454, 3.040074
1.027017, 2.872423
1.054900, 2.704046
1.081096, 2.535036
1.105599, 2.365515
1.128405, 2.195636
1.149511, 2.025586
1.168917, 1.855596
1.186624, 1.685939
1.202638, 1.516946
1.216966, 1.349011
1.229623, 1.182609
1.240625, 1.018306
1.249998, 0.856779
1.257773, 0.698826
1.263990, 0.545375
1.268699, 0.397483
1.271962, 0.256312
1.273852, 0.123089
1.274454, -0.000961
1.273867, -0.114713
1.272197, -0.217244
1.269561, -0.307945
1.266079, -0.386604
1.261869, -0.453450
1.257047, -0.509140
1.251720, -0.554702
1.245982, -0.591429
1.239916, -0.620766
1.233587, -0.644196
1.227047, -0.663147
1.220334, -0.678927
1.213475, -0.692684
1.206484, -0.705394
1.199368, -0.717859
1.192126, -0.730726
1.184750, -0.744498
1.177231, -0.759563
1.169554, -0.776210
1.161701, -0.794649
1.153654, -0.815029
1.145394, -0.837449
1.136898, -0.861971
1.128147, -0.888631
1.119119, -0.917445
1.109791, -0.948415
1.100143, -0.981534
1.090153, -1.016791
1.079800, -1.054171
1.069063, -1.093660
1.057920, -1.135246
1.046351, -1.178920
1.034335, -1.224675
1.021851, -1.272511
1.008878, -1.322433
0.995395, -1.374448
0.981382, -1.428573
0.966816, -1.484825
0.951678, -1.543229
0.935945, -1.603812
0.919594, -1.666606
0.902605, -1.731644
0.884954, -1.798960
0.866618, -1.868588
0.847574, -1.940562
0.827799, -2.014907
0.807268, -2.091646
0.785958, -2.170791
0.763844, -2.252342
0.740903, -2.336284
0.717111, -2.422582
0.692444, -2.511178
0.666880, -2.601986
0.640397, -2.694889
0.612976, -2.789732
0.584597, -2.886320
0.555244, -2.984414
0.524904, -3.083722
0.493567, -3.183906
0.461225, -3.284568
0.427875, -3.385259
0.393521, -3.485473
0.358169, -3.584651
0.321833, -3.682185
0.284533, -3.777419
0.246295, -3.869662
0.207152, -3.958187
0.167146, -4.042246
0.126325, -4.121074
0.084745, -4.193901
0.042469, -4.259958
-0.000429, -4.318490
-0.043873, -4.368753
-0.087774, -4.410032
-0.132041, -4.441637
-0.176573, -4.462910
-0.221263, -4.473226
-0.265999, -4.472001
-0.310663, -4.458688
-0.355131, -4.432785
-0.399275, -4.393837
-0.442963, -4.341446
-0.486058, -4.275275
-0.528421, -4.195063
-0.569912, -4.100631
-0.610386, -3.991903
-0.649702, -3.868913
-0.687717, -3.731818
-0.724292, -3.580915
-0.759291, -3.416639
-0.792582, -3.239567
-0.824042, -3.050414
-0.853553, -2.850022
-0.881008, -2.639333
-0.906309, -2.419372
-0.929368, -2.191208
-0.950109, -1.955924
-0.968467, -1.714571
-0.984384, -1.468138
-0.997815, -1.217509
-1.008723, -0.963426
-1.017074, -0.706464
-1.022844, -0.446992
-1.026006, -0.185153
-1.026538, 0.079167
-1.024413, 0.346364
-1.019599, 0.617149
-1.012055, 0.892583
-1.001727, 1.174118
-0.988546, 1.463656
-0.972420, 1.763609
-0.953229, 2.076964
-0.930824, 2.407327
-0.905012, 2.758893
-0.875560, 3.136203
-0.842188, 3.543389
-0.804586, 3.982280
-0.762451, 4.448186
-0.715593, 4.921886
-0.664133, 5.358418
-0.608798, 5.682524
-0.551135, 5.813299
