-0.995000,-0.100070
-0.641347,0.059101
-0.281296,0.017462
0.000000,0.000000
0.526912,-0.019141
4.208692,-0.056079
8.577138,-0.067497
18.169425,-0.077235
29.185475,-0.081936

-0.980050,-0.199138
-0.720405,0.091916
-0.294763,0.032818
0.000000,0.000000
0.535410,-0.037510
4.223088,-0.111161
8.591923,-0.133993
18.184333,-0.153469
29.200408,-0.162872

-0.955302,-0.296216
-0.833424,0.077669
-0.316529,0.044041
0.000000,0.000000
0.549425,-0.054344
4.246912,-0.164258
8.616395,-0.198499
18.209012,-0.227713
29.225127,-0.241816

-0.921006,-0.390334
-0.956935,0.004902
-0.345595,0.049248
0.000000,0.000000
0.568739,-0.068901
4.279915,-0.214404
8.650306,-0.260046
18.243211,-0.298995
29.259383,-0.317800

-0.877508,-0.480551
-1.065497,-0.127196
-0.380615,0.046777
0.000000,0.000000
0.593045,-0.080467
4.321750,-0.260662
8.693309,-0.317694
18.286584,-0.366379
29.302830,-0.389884

-0.825247,-0.565970
-1.135978,-0.309604
-0.419936,0.035241
0.000000,0.000000
0.621960,-0.088364
4.371979,-0.302138
8.744964,-0.370545
18.338692,-0.428963
29.355027,-0.457170

-0.764751,-0.645740
-1.150689,-0.525581
-0.461653,0.013582
0.000000,0.000000
0.655022,-0.091962
4.430074,-0.337984
8.804745,-0.417751
18.399008,-0.485900
29.415449,-0.518807

-0.696628,-0.719070
-1.099336,-0.753312
-0.503675,-0.018892
0.000000,0.000000
0.691700,-0.090685
4.495427,-0.367412
8.872043,-0.458519
18.466923,-0.536397
29.483486,-0.574005

-0.621563,-0.785235
-0.980042,-0.968691
-0.543793,-0.062478
0.000000,0.000000
0.731396,-0.084018
4.567353,-0.389699
8.946172,-0.492125
18.541752,-0.579729
29.558454,-0.622037

-0.540310,-0.843582
-0.799664,-1.148158
-0.579746,-0.117061
0.000000,0.000000
0.773458,-0.071515
4.645099,-0.404197
9.026379,-0.517916
18.622741,-0.615243
29.639598,-0.662252

-0.453682,-0.893538
-0.573400,-1.271659
-0.609301,-0.182115
0.000000,0.000000
0.817182,-0.052803
4.727852,-0.410334
9.111851,-0.535320
18.709078,-0.642367
29.726106,-0.694075

-0.362547,-0.934615
-0.323439,-1.325675
-0.630319,-0.256711
0.000000,0.000000
0.861822,-0.027589
4.814744,-0.407628
9.201722,-0.543849
18.799894,-0.660612
29.817110,-0.717020

-0.267812,-0.966414
-0.076322,-1.305993
-0.640823,-0.339536
0.000000,0.000000
0.906600,0.004340
4.904868,-0.395681
9.295081,-0.543105
18.894282,-0.669580
29.911701,-0.730687

-0.170423,-0.988631
0.141131,-1.219416
